cgpa,python,communication,projects,internships,interest,career
8.38,6,9,4,2,Cyber,Cyber Security
8.66,1,7,8,3,Data Science,Data Scientist
7.26,9,10,9,2,Cyber,Cyber Security
6.63,4,1,9,3,Data Science,Data Scientist
6.32,7,3,3,5,Cyber,Cyber Security
7.6,9,4,7,0,AI,AI Engineer
8.84,4,2,0,2,Cloud,Cloud Engineer
7.06,3,6,0,2,AI,AI Engineer
8.02,7,2,9,4,Cloud,Cloud Engineer
6.29,3,6,5,0,Cyber,Cyber Security
8.61,10,6,9,0,AI,AI Engineer
6.36,3,10,10,4,Cloud,Cloud Engineer
7.64,7,5,1,4,Data Science,Data Scientist
8.49,8,3,4,5,AI,AI Engineer
7.98,4,3,5,1,Web,Web Developer
8.97,2,3,8,3,Web,Web Developer
8.17,2,1,8,3,Data Science,Data Scientist
6.86,1,3,10,3,Web,Web Developer
8.08,9,6,10,3,Cloud,Cloud Engineer
8.7,10,8,3,3,AI,AI Engineer
5.78,9,5,1,4,Web,Web Developer
9.96,7,5,3,2,Web,Web Developer
7.49,6,7,2,0,Web,Web Developer
6.53,10,6,2,2,Cyber,Cyber Security
6.4,10,8,2,0,AI,AI Engineer
9.17,3,3,7,0,Cyber,Cyber Security
7.19,7,1,7,3,AI,AI Engineer
7.08,1,4,2,2,Cloud,Cloud Engineer
9.77,10,2,8,1,Data Science,Data Scientist
7.33,6,2,3,5,Cyber,Cyber Security
6.55,3,2,8,2,Cloud,Cloud Engineer
9.69,5,9,4,2,Data Science,Data Scientist
7.66,9,8,3,1,Cloud,Cloud Engineer
6.54,6,7,4,2,Cloud,Cloud Engineer
6.18,6,6,8,3,Cloud,Cloud Engineer
6.05,6,7,10,5,AI,AI Engineer
7.83,4,7,4,1,Web,Web Developer
6.62,9,4,2,2,Cloud,Cloud Engineer
7.95,3,2,9,5,Data Science,Data Scientist
5.6,5,4,3,3,AI,AI Engineer
7.16,3,8,2,0,Data Science,Data Scientist
6.52,4,5,8,0,Cloud,Cloud Engineer
9.2,6,5,6,1,Web,Web Developer
7.06,4,2,6,0,Web,Web Developer
9.88,1,7,1,0,AI,AI Engineer
6.42,2,10,2,5,Cyber,Cyber Security
8.86,6,2,0,5,Cyber,Cyber Security
8.24,5,6,4,0,Cloud,Cloud Engineer
6.92,6,2,4,5,AI,AI Engineer
5.74,5,5,4,4,Web,Web Developer
7.93,7,3,2,5,Data Science,Data Scientist
9.6,1,9,1,1,Web,Web Developer
8.76,5,9,0,5,Cloud,Cloud Engineer
6.16,9,3,5,4,Cyber,Cyber Security
7.73,1,6,7,5,Data Science,Data Scientist
6.4,7,8,0,0,Cloud,Cloud Engineer
8.14,4,8,7,0,Cyber,Cyber Security
7.65,1,6,6,5,Cloud,Cloud Engineer
9.65,1,9,1,5,Data Science,Data Scientist
9.1,10,3,8,0,Data Science,Data Scientist
7.5,6,5,3,3,Web,Web Developer
7.93,1,10,10,2,AI,AI Engineer
9.15,3,1,4,2,AI,AI Engineer
7.45,8,4,5,0,AI,AI Engineer
6.17,1,2,0,4,Cloud,Cloud Engineer
5.78,8,10,0,2,Data Science,Data Scientist
7.5,7,10,4,2,Data Science,Data Scientist
6.28,1,9,0,5,Cyber,Cyber Security
5.75,7,3,5,4,Data Science,Data Scientist
8.9,10,9,4,1,Web,Web Developer
7.89,8,10,2,4,AI,AI Engineer
9.4,8,5,10,3,Cloud,Cloud Engineer
8.91,10,2,3,4,AI,AI Engineer
9.27,1,5,8,2,Cloud,Cloud Engineer
6.05,4,5,2,1,Web,Web Developer
7.53,8,5,2,5,Data Science,Data Scientist
9.21,2,8,0,2,Cyber,Cyber Security
7.85,2,4,8,0,Web,Web Developer
7.4,6,5,7,4,Cloud,Cloud Engineer
7.47,6,2,3,1,Data Science,Data Scientist
7.99,2,9,4,4,Web,Web Developer
9.55,10,7,4,0,Cyber,Cyber Security
6.53,4,8,9,1,Web,Web Developer
7.1,4,6,6,5,Web,Web Developer
6.27,6,3,4,0,Data Science,Data Scientist
8.21,7,1,1,2,Cloud,Cloud Engineer
8.75,3,4,0,5,Cyber,Cyber Security
9.84,1,5,1,4,AI,AI Engineer
9.07,7,3,1,0,AI,AI Engineer
8.58,7,2,0,4,Data Science,Data Scientist
6.91,10,4,2,4,Web,Web Developer
8.86,8,4,2,0,AI,AI Engineer
9.08,9,2,10,2,AI,AI Engineer
7.58,7,9,0,3,Web,Web Developer
6.42,4,6,9,4,Cloud,Cloud Engineer
8.51,10,1,2,3,Data Science,Data Scientist
8.95,1,1,3,3,Data Science,Data Scientist
9.7,1,8,10,0,AI,AI Engineer
7.64,10,10,2,5,Web,Web Developer
5.82,4,9,9,0,Cyber,Cyber Security
7.51,3,5,3,1,Web,Web Developer
8.84,6,2,5,5,Cyber,Cyber Security
8.76,1,6,4,5,AI,AI Engineer
6.48,3,9,2,5,Web,Web Developer
6.06,10,8,3,5,Cyber,Cyber Security
9.73,1,10,10,4,Cloud,Cloud Engineer
5.99,10,4,1,1,Cyber,Cyber Security
6.76,3,9,3,5,Web,Web Developer
7.7,8,3,1,4,Cyber,Cyber Security
7.31,9,2,7,4,Cloud,Cloud Engineer
9.77,1,7,7,3,Data Science,Data Scientist
5.56,10,8,4,5,Web,Web Developer
8.47,1,7,0,3,Data Science,Data Scientist
6.84,1,10,10,3,Cyber,Cyber Security
9.87,2,3,9,0,Data Science,Data Scientist
9.29,5,9,1,4,Web,Web Developer
6.86,5,8,9,0,Web,Web Developer
9.31,8,2,7,3,Data Science,Data Scientist
8.61,5,3,9,4,AI,AI Engineer
7.36,10,7,2,1,Data Science,Data Scientist
9.19,4,5,3,2,Web,Web Developer
7.5,8,7,3,1,Web,Web Developer
8.9,6,3,9,5,Data Science,Data Scientist
6.97,6,4,5,2,Cyber,Cyber Security
7.84,9,7,1,4,Data Science,Data Scientist
8.17,2,10,7,5,AI,AI Engineer
6.78,3,9,3,0,Cyber,Cyber Security
9.77,8,2,5,2,AI,AI Engineer
5.79,3,9,6,5,Cyber,Cyber Security
6.11,10,8,1,4,Cyber,Cyber Security
6.98,10,5,8,3,Cloud,Cloud Engineer
5.74,9,2,10,1,Web,Web Developer
6.56,9,9,7,1,Web,Web Developer
9.99,10,10,2,0,Web,Web Developer
8.69,6,8,2,1,Web,Web Developer
5.8,9,3,0,4,Data Science,Data Scientist
8.36,7,4,4,5,Data Science,Data Scientist
7.62,3,5,7,1,Cyber,Cyber Security
6.61,4,7,2,0,Web,Web Developer
9.13,10,7,10,3,AI,AI Engineer
6.76,5,4,9,4,Cyber,Cyber Security
7.94,3,1,2,2,Data Science,Data Scientist
8.94,9,5,9,2,AI,AI Engineer
7.81,6,10,5,5,Cyber,Cyber Security
6.01,9,2,8,2,Cloud,Cloud Engineer
7.15,10,9,8,4,Cloud,Cloud Engineer
9.18,3,6,2,5,Web,Web Developer
8.13,4,6,10,5,AI,AI Engineer
9.78,9,8,1,2,Web,Web Developer
8.91,7,6,1,3,Cloud,Cloud Engineer
7.59,6,10,3,1,Data Science,Data Scientist
7.71,7,7,6,4,Cyber,Cyber Security
8.61,10,8,6,2,AI,AI Engineer
5.85,9,3,2,4,Cyber,Cyber Security
7.31,6,10,8,4,Web,Web Developer
9.08,2,2,2,2,AI,AI Engineer
7.59,8,10,9,5,Data Science,Data Scientist
9.72,8,7,2,0,Web,Web Developer
7.63,5,10,0,5,AI,AI Engineer
6.66,1,5,7,3,Web,Web Developer
5.83,5,2,4,2,Cyber,Cyber Security
9.38,10,3,5,2,Data Science,Data Scientist
8.57,10,8,9,5,Web,Web Developer
7.57,9,9,6,3,Data Science,Data Scientist
6.64,3,5,4,1,Web,Web Developer
8.88,3,8,6,2,Web,Web Developer
6.78,6,6,5,1,Data Science,Data Scientist
7.35,4,10,9,0,Cyber,Cyber Security
9.29,10,8,10,0,Data Science,Data Scientist
9.79,9,2,2,1,Cyber,Cyber Security
6.92,6,4,8,3,Cloud,Cloud Engineer
7.63,5,5,2,0,Cloud,Cloud Engineer
8.15,6,1,7,3,Data Science,Data Scientist
9.55,1,9,10,0,Cloud,Cloud Engineer
9.86,9,10,1,2,Data Science,Data Scientist
7.9,7,3,6,0,Data Science,Data Scientist
6.55,4,9,3,4,Data Science,Data Scientist
9.42,9,5,10,4,Cloud,Cloud Engineer
7.55,2,1,5,1,AI,AI Engineer
9.37,9,8,1,1,AI,AI Engineer
8.54,9,4,10,0,AI,AI Engineer
7.73,4,4,8,0,Data Science,Data Scientist
5.77,2,2,10,1,Cloud,Cloud Engineer
7.4,9,2,8,0,AI,AI Engineer
6.3,6,3,3,0,AI,AI Engineer
7.4,7,9,3,3,Data Science,Data Scientist
6.36,4,3,4,2,Cyber,Cyber Security
6.99,8,3,10,4,Cyber,Cyber Security
7.0,3,1,10,0,Cloud,Cloud Engineer
9.53,9,2,10,5,Cyber,Cyber Security
9.44,5,6,6,3,AI,AI Engineer
9.94,9,1,0,1,Data Science,Data Scientist
6.36,5,4,7,3,Cyber,Cyber Security
9.43,7,5,0,2,AI,AI Engineer
5.71,6,5,7,1,Data Science,Data Scientist
9.16,3,6,7,0,Web,Web Developer
6.08,9,10,8,3,Cloud,Cloud Engineer
7.23,6,6,4,4,AI,AI Engineer
9.16,2,2,6,4,Cloud,Cloud Engineer
6.09,1,9,3,1,Data Science,Data Scientist
9.08,8,6,0,1,Data Science,Data Scientist
5.67,2,1,1,0,Cyber,Cyber Security
8.21,7,6,0,5,Cloud,Cloud Engineer
8.98,3,10,4,4,Cloud,Cloud Engineer
6.5,6,9,10,4,AI,AI Engineer
8.16,8,7,9,4,Cyber,Cyber Security
6.37,4,8,8,0,Cloud,Cloud Engineer
6.11,1,2,1,4,Data Science,Data Scientist
7.06,2,2,8,2,Data Science,Data Scientist
6.39,2,10,7,5,Data Science,Data Scientist
6.78,2,3,1,4,Data Science,Data Scientist
5.52,6,7,4,2,AI,AI Engineer
9.86,1,6,6,5,Web,Web Developer
9.07,5,9,3,2,Cloud,Cloud Engineer
8.32,1,1,9,1,AI,AI Engineer
7.82,5,8,2,2,Cyber,Cyber Security
8.72,2,3,6,4,AI,AI Engineer
9.82,7,8,9,5,Web,Web Developer
9.73,6,4,7,2,AI,AI Engineer
7.59,3,2,6,2,AI,AI Engineer
9.22,9,9,0,1,Cyber,Cyber Security
8.04,8,2,3,4,Web,Web Developer
6.29,9,8,10,2,Web,Web Developer
7.04,7,4,5,5,AI,AI Engineer
9.85,5,4,6,2,Cloud,Cloud Engineer
9.34,5,10,6,5,Cloud,Cloud Engineer
7.19,6,10,7,1,Cloud,Cloud Engineer
5.99,10,5,6,5,AI,AI Engineer
6.86,1,8,2,4,Data Science,Data Scientist
9.69,4,4,8,3,AI,AI Engineer
8.21,2,9,5,1,Data Science,Data Scientist
6.99,8,1,2,2,Cloud,Cloud Engineer
6.53,3,1,5,1,Cyber,Cyber Security
9.2,1,5,6,0,Cyber,Cyber Security
5.66,3,2,5,1,AI,AI Engineer
8.67,9,2,0,2,Web,Web Developer
6.57,10,4,7,3,Data Science,Data Scientist
9.23,9,10,3,1,Web,Web Developer
5.55,6,9,10,3,Web,Web Developer
8.55,10,4,6,2,Web,Web Developer
7.75,9,3,10,4,AI,AI Engineer
7.65,5,9,10,0,AI,AI Engineer
9.7,6,10,4,4,Cloud,Cloud Engineer
9.24,8,8,8,0,Cloud,Cloud Engineer
8.63,5,10,5,3,Data Science,Data Scientist
6.61,2,4,2,3,Cyber,Cyber Security
8.92,10,5,9,2,Cloud,Cloud Engineer
7.46,8,3,0,2,Web,Web Developer
6.53,3,1,2,4,Cyber,Cyber Security
9.32,7,2,8,0,Cyber,Cyber Security
9.35,5,6,0,1,Data Science,Data Scientist
5.99,9,7,0,4,Cloud,Cloud Engineer
9.59,8,7,10,1,Cloud,Cloud Engineer
8.8,10,8,1,4,Web,Web Developer
9.76,6,1,1,0,Cyber,Cyber Security
9.31,2,3,4,0,Web,Web Developer
9.63,7,5,8,4,Cloud,Cloud Engineer
5.62,3,1,3,5,AI,AI Engineer
9.35,2,5,7,0,Data Science,Data Scientist
7.2,6,4,6,0,AI,AI Engineer
7.49,2,7,2,1,AI,AI Engineer
9.66,9,9,10,0,Data Science,Data Scientist
7.99,8,8,7,0,Cyber,Cyber Security
8.19,4,4,1,4,AI,AI Engineer
6.71,5,6,4,0,Cloud,Cloud Engineer
8.76,4,1,3,4,Cyber,Cyber Security
7.22,3,5,7,3,Cyber,Cyber Security
7.46,4,5,3,2,Cyber,Cyber Security
9.14,10,3,4,3,Web,Web Developer
6.23,6,4,4,0,Cyber,Cyber Security
7.56,4,3,0,4,Cyber,Cyber Security
5.54,4,8,6,3,Cyber,Cyber Security
9.2,2,9,8,3,Cyber,Cyber Security
7.63,3,2,6,4,Cloud,Cloud Engineer
7.38,2,4,5,3,AI,AI Engineer
6.49,8,2,3,0,AI,AI Engineer
8.18,4,5,6,5,Cloud,Cloud Engineer
7.34,10,3,7,1,Cyber,Cyber Security
8.35,5,4,2,4,Data Science,Data Scientist
6.88,5,9,7,5,Web,Web Developer
6.02,6,2,5,0,Cyber,Cyber Security
6.06,10,5,7,1,Cloud,Cloud Engineer
6.64,8,6,9,1,Cloud,Cloud Engineer
6.34,2,7,8,3,Web,Web Developer
8.88,3,1,7,2,AI,AI Engineer
8.39,10,7,5,1,Web,Web Developer
9.1,3,1,6,4,AI,AI Engineer
8.19,6,8,10,4,Cloud,Cloud Engineer
9.72,4,8,9,0,Data Science,Data Scientist
8.48,4,4,8,3,AI,AI Engineer
7.15,2,6,9,3,Web,Web Developer
8.93,2,8,3,2,Cloud,Cloud Engineer
6.97,3,7,0,5,Web,Web Developer
5.57,5,3,0,3,AI,AI Engineer
9.44,2,10,2,3,Data Science,Data Scientist
9.22,6,10,9,3,Cloud,Cloud Engineer
7.57,8,8,3,1,Web,Web Developer
7.04,3,1,3,1,Data Science,Data Scientist
6.09,5,9,3,2,Cloud,Cloud Engineer
7.51,4,5,1,4,Cyber,Cyber Security
9.66,8,5,4,2,Cyber,Cyber Security
9.41,9,4,6,4,Data Science,Data Scientist
7.41,9,9,2,2,AI,AI Engineer
8.55,4,7,10,2,Cyber,Cyber Security
9.64,10,10,10,4,AI,AI Engineer
6.88,2,6,8,4,Data Science,Data Scientist
6.41,4,6,6,2,Cloud,Cloud Engineer
8.96,10,2,7,0,Data Science,Data Scientist
5.71,8,10,0,4,Cyber,Cyber Security
6.02,8,5,9,4,Cyber,Cyber Security
9.91,3,9,9,1,Web,Web Developer
6.61,6,3,3,4,Cyber,Cyber Security
6.45,6,6,5,3,Cyber,Cyber Security
7.4,3,5,5,1,AI,AI Engineer
7.18,8,6,1,5,AI,AI Engineer
8.53,6,4,0,5,Cyber,Cyber Security
9.88,6,1,5,2,Cloud,Cloud Engineer
5.95,5,2,5,3,Data Science,Data Scientist
9.44,4,6,6,4,Cyber,Cyber Security
9.64,1,8,2,4,Cloud,Cloud Engineer
9.49,10,4,1,3,Cloud,Cloud Engineer
9.47,1,1,7,3,AI,AI Engineer
8.18,1,3,2,5,Cloud,Cloud Engineer
7.88,6,6,8,3,Data Science,Data Scientist
8.85,4,9,0,5,AI,AI Engineer
7.35,9,2,4,5,Cloud,Cloud Engineer
7.44,8,6,9,3,AI,AI Engineer
5.77,6,6,0,2,Web,Web Developer
5.58,1,1,4,4,Web,Web Developer
5.8,1,9,0,5,AI,AI Engineer
8.12,9,7,0,2,Data Science,Data Scientist
5.59,10,3,4,5,Cyber,Cyber Security
6.21,7,1,2,4,AI,AI Engineer
5.5,9,7,8,5,Web,Web Developer
5.71,9,6,5,0,Web,Web Developer
8.75,3,9,0,2,Cyber,Cyber Security
9.08,2,2,9,0,Cyber,Cyber Security
9.26,4,8,2,4,Cyber,Cyber Security
6.05,4,3,6,0,Cyber,Cyber Security
5.97,4,2,7,0,AI,AI Engineer
9.01,7,5,8,3,Cloud,Cloud Engineer
9.16,6,2,1,1,Web,Web Developer
5.73,1,4,0,0,AI,AI Engineer
8.8,6,6,5,0,Cloud,Cloud Engineer
7.97,7,1,8,2,Cloud,Cloud Engineer
9.38,9,7,1,5,AI,AI Engineer
9.17,3,10,8,4,Data Science,Data Scientist
8.02,4,10,2,2,Web,Web Developer
9.02,8,3,5,4,Data Science,Data Scientist
8.35,1,3,10,0,Web,Web Developer
6.46,1,5,5,4,Cyber,Cyber Security
8.14,1,8,8,1,Cyber,Cyber Security
6.19,5,3,2,4,Cyber,Cyber Security
7.39,10,8,1,0,Data Science,Data Scientist
9.36,4,3,8,2,Web,Web Developer
7.72,9,4,7,1,AI,AI Engineer
7.41,6,7,10,0,Data Science,Data Scientist
7.22,10,10,8,1,AI,AI Engineer
8.0,8,1,0,2,AI,AI Engineer
8.61,6,4,4,4,Data Science,Data Scientist
9.74,7,2,7,0,Data Science,Data Scientist
6.03,9,10,2,0,AI,AI Engineer
9.88,3,9,6,2,Data Science,Data Scientist
9.37,1,6,7,0,Web,Web Developer
6.85,10,3,1,0,Cyber,Cyber Security
9.21,3,5,8,5,Web,Web Developer
8.5,2,10,3,4,AI,AI Engineer
7.01,10,1,8,0,Web,Web Developer
5.65,8,5,5,5,AI,AI Engineer
5.84,6,5,9,1,Cyber,Cyber Security
5.93,2,3,10,1,AI,AI Engineer
7.6,8,7,3,0,Cloud,Cloud Engineer
5.91,5,6,5,5,Cyber,Cyber Security
7.34,6,5,2,3,Cloud,Cloud Engineer
6.37,8,1,6,5,Cyber,Cyber Security
5.86,9,8,4,3,Data Science,Data Scientist
7.69,10,5,1,0,AI,AI Engineer
7.54,4,2,9,1,Cloud,Cloud Engineer
6.36,1,6,2,4,Cloud,Cloud Engineer
8.92,8,7,10,0,Cloud,Cloud Engineer
5.79,8,2,4,1,AI,AI Engineer
5.58,3,7,3,1,Cloud,Cloud Engineer
9.0,5,2,2,0,Web,Web Developer
9.57,4,6,6,2,Cyber,Cyber Security
8.91,7,7,0,3,Data Science,Data Scientist
5.86,2,1,0,2,Cloud,Cloud Engineer
7.27,4,1,1,2,Cloud,Cloud Engineer
5.75,4,6,1,1,Cyber,Cyber Security
6.08,4,2,0,4,Cloud,Cloud Engineer
9.7,5,6,5,5,Cyber,Cyber Security
9.26,8,9,0,0,Data Science,Data Scientist
5.75,4,7,1,2,Cloud,Cloud Engineer
6.04,1,1,9,4,Data Science,Data Scientist
6.69,1,1,2,0,Data Science,Data Scientist
6.61,5,8,1,5,Cloud,Cloud Engineer
9.31,10,9,10,2,Cloud,Cloud Engineer
9.95,8,8,2,3,Cloud,Cloud Engineer
9.94,1,7,2,5,Data Science,Data Scientist
7.89,5,10,8,5,AI,AI Engineer
8.22,1,10,1,3,AI,AI Engineer
5.67,10,2,6,4,Web,Web Developer
9.47,10,6,4,0,Data Science,Data Scientist
8.59,10,3,3,5,AI,AI Engineer
9.47,10,5,7,1,Cloud,Cloud Engineer
5.98,7,5,5,3,AI,AI Engineer
9.83,5,8,4,0,AI,AI Engineer
7.34,10,4,5,0,AI,AI Engineer
8.43,8,7,1,5,Web,Web Developer
7.28,6,5,9,0,Cyber,Cyber Security
7.43,7,4,1,5,Web,Web Developer
9.38,1,4,3,3,Cloud,Cloud Engineer
9.31,8,2,9,0,AI,AI Engineer
9.62,8,7,4,1,Data Science,Data Scientist
5.54,8,6,9,3,Cyber,Cyber Security
8.12,9,8,9,2,Cyber,Cyber Security
9.76,8,7,1,0,Cyber,Cyber Security
6.95,2,8,0,5,Cyber,Cyber Security
8.65,3,8,6,3,AI,AI Engineer
6.58,9,1,9,3,Data Science,Data Scientist
9.97,8,9,10,5,Cyber,Cyber Security
9.05,4,1,10,3,Cyber,Cyber Security
7.08,1,9,10,1,Data Science,Data Scientist
9.55,7,6,9,0,Web,Web Developer
8.54,4,2,0,4,Data Science,Data Scientist
7.98,6,3,2,2,AI,AI Engineer
8.88,8,4,9,3,AI,AI Engineer
7.72,7,5,6,5,AI,AI Engineer
5.87,6,3,7,2,AI,AI Engineer
5.79,1,6,6,2,Cyber,Cyber Security
9.89,2,6,3,0,Cyber,Cyber Security
6.98,7,4,2,1,Data Science,Data Scientist
8.92,2,8,0,3,AI,AI Engineer
5.68,7,7,5,0,Web,Web Developer
7.5,3,5,1,3,AI,AI Engineer
9.8,3,2,5,2,Cyber,Cyber Security
6.87,5,6,10,2,Data Science,Data Scientist
6.17,9,2,5,3,Web,Web Developer
9.02,7,4,8,2,Cyber,Cyber Security
9.26,6,8,4,1,Cloud,Cloud Engineer
6.74,5,7,6,2,Cloud,Cloud Engineer
5.91,7,3,2,0,Web,Web Developer
9.24,1,3,8,5,Data Science,Data Scientist
6.1,9,6,8,5,Cyber,Cyber Security
5.82,10,1,1,2,AI,AI Engineer
5.71,2,6,7,4,Cloud,Cloud Engineer
8.72,9,5,6,1,Cloud,Cloud Engineer
7.01,1,9,6,2,Cyber,Cyber Security
8.77,7,9,7,2,AI,AI Engineer
8.27,4,6,8,4,AI,AI Engineer
6.63,3,6,6,3,Cloud,Cloud Engineer
6.22,4,8,9,4,Web,Web Developer
6.79,3,8,4,2,Web,Web Developer
8.4,2,7,10,2,Cloud,Cloud Engineer
8.81,7,10,4,1,AI,AI Engineer
7.22,8,3,10,1,Data Science,Data Scientist
6.28,6,2,3,0,Data Science,Data Scientist
8.21,6,1,10,4,Cloud,Cloud Engineer
7.66,3,10,2,5,AI,AI Engineer
8.37,3,2,8,3,Web,Web Developer
8.63,3,5,8,0,Data Science,Data Scientist
6.44,1,7,3,1,Cloud,Cloud Engineer
8.86,1,6,9,1,Data Science,Data Scientist
7.52,3,4,1,0,Data Science,Data Scientist
6.68,8,2,1,2,Web,Web Developer
5.9,6,10,7,4,AI,AI Engineer
8.24,4,1,6,2,Data Science,Data Scientist
8.65,9,7,1,2,Data Science,Data Scientist
6.77,5,3,0,5,Cloud,Cloud Engineer
7.88,9,6,1,3,Data Science,Data Scientist
9.37,1,4,1,4,Cyber,Cyber Security
6.06,1,6,7,0,AI,AI Engineer
7.9,10,10,9,3,Data Science,Data Scientist
6.82,6,1,7,3,AI,AI Engineer
9.33,8,7,2,5,Data Science,Data Scientist
9.21,5,4,7,0,AI,AI Engineer
7.32,4,4,6,2,Data Science,Data Scientist
6.21,3,5,6,5,Cloud,Cloud Engineer
6.78,5,4,3,1,Cyber,Cyber Security
9.21,7,9,3,3,Cloud,Cloud Engineer
6.01,9,6,2,0,Cyber,Cyber Security
8.97,3,8,9,0,Data Science,Data Scientist
7.94,7,9,3,1,AI,AI Engineer
6.26,9,5,1,3,Cloud,Cloud Engineer
9.92,10,6,8,1,AI,AI Engineer
9.91,6,5,3,2,Data Science,Data Scientist
6.73,9,8,5,0,Cyber,Cyber Security
7.3,10,2,1,4,Cyber,Cyber Security
7.67,6,6,9,2,Web,Web Developer
9.16,10,8,9,5,Cloud,Cloud Engineer
6.67,1,3,6,3,Cloud,Cloud Engineer
8.18,2,5,5,5,Cloud,Cloud Engineer
7.76,9,10,4,1,Web,Web Developer
8.19,5,8,2,5,Cyber,Cyber Security
8.18,4,9,6,2,AI,AI Engineer
6.31,5,4,2,0,Data Science,Data Scientist
7.3,8,8,0,5,Cyber,Cyber Security
6.42,3,5,10,3,Cloud,Cloud Engineer
7.16,10,5,10,1,Cyber,Cyber Security
9.53,1,5,8,2,Data Science,Data Scientist
6.94,2,10,0,3,Cyber,Cyber Security
7.7,1,6,2,1,Data Science,Data Scientist
7.91,1,10,6,3,AI,AI Engineer
8.39,10,5,10,2,Web,Web Developer
6.54,8,5,3,2,AI,AI Engineer
6.8,3,8,8,1,Data Science,Data Scientist
5.52,1,8,10,4,Cloud,Cloud Engineer
6.34,3,2,6,3,Data Science,Data Scientist
8.35,6,9,2,4,Web,Web Developer
5.85,8,10,1,3,Web,Web Developer
7.67,8,4,10,2,Data Science,Data Scientist
9.24,1,1,7,0,AI,AI Engineer
7.79,10,2,6,2,Cyber,Cyber Security
8.34,4,7,4,2,Data Science,Data Scientist
5.77,1,7,3,3,Data Science,Data Scientist
7.48,9,4,9,3,AI,AI Engineer
9.84,5,3,9,3,Web,Web Developer
8.33,3,2,6,3,Data Science,Data Scientist
9.07,9,2,8,5,Web,Web Developer
9.42,7,10,7,0,Web,Web Developer
8.39,8,9,7,4,AI,AI Engineer
7.98,2,4,5,5,Web,Web Developer
7.54,4,8,4,4,Cloud,Cloud Engineer
9.86,8,8,4,3,Cloud,Cloud Engineer
8.73,1,10,5,0,AI,AI Engineer
6.81,8,9,7,4,Data Science,Data Scientist
6.0,10,7,4,5,AI,AI Engineer
9.09,4,9,3,1,Cyber,Cyber Security
7.63,5,1,9,5,Web,Web Developer
5.53,8,3,6,2,Cyber,Cyber Security
9.8,4,10,2,2,Web,Web Developer
9.21,7,9,5,4,Cloud,Cloud Engineer
8.63,5,6,2,4,Data Science,Data Scientist
7.34,7,1,10,2,Cyber,Cyber Security
7.98,8,3,3,3,Data Science,Data Scientist
8.15,6,8,0,5,Cyber,Cyber Security
8.73,10,8,1,5,Data Science,Data Scientist
8.81,10,3,3,1,Data Science,Data Scientist
8.66,5,10,0,2,Cyber,Cyber Security
9.29,9,5,6,2,AI,AI Engineer
6.95,2,3,1,1,Cyber,Cyber Security
7.47,9,10,1,3,AI,AI Engineer
6.37,2,7,2,4,Cloud,Cloud Engineer
9.0,10,1,7,4,Data Science,Data Scientist
6.11,2,6,0,5,Data Science,Data Scientist
5.59,8,7,0,4,Cyber,Cyber Security
9.48,2,3,2,5,AI,AI Engineer
6.53,10,8,6,3,Web,Web Developer
9.99,4,3,7,1,Cyber,Cyber Security
9.81,8,2,9,0,Web,Web Developer
8.4,8,10,3,2,Cyber,Cyber Security
7.54,5,2,7,0,Cyber,Cyber Security
8.97,2,1,5,5,Cloud,Cloud Engineer
5.66,10,6,4,0,Web,Web Developer
8.05,9,9,3,4,Cloud,Cloud Engineer
9.72,4,8,9,4,AI,AI Engineer
6.01,7,8,3,4,AI,AI Engineer
8.41,9,9,8,4,Cloud,Cloud Engineer
9.96,8,3,8,1,Web,Web Developer
7.63,2,6,7,3,Cyber,Cyber Security
6.93,8,4,3,3,Cloud,Cloud Engineer
9.7,6,5,1,2,Cyber,Cyber Security
8.16,1,1,9,0,Data Science,Data Scientist
7.89,8,8,8,4,Web,Web Developer
8.27,9,9,5,0,Cloud,Cloud Engineer
7.46,7,7,4,3,Web,Web Developer
8.14,6,3,9,1,Cyber,Cyber Security
7.37,1,6,9,1,Web,Web Developer
9.52,1,9,2,4,Cloud,Cloud Engineer
7.74,2,1,2,5,Data Science,Data Scientist
6.07,7,2,10,0,Cloud,Cloud Engineer
9.89,10,8,5,5,Web,Web Developer
7.67,7,4,9,3,Web,Web Developer
7.91,7,5,7,4,Web,Web Developer
8.8,1,1,9,1,AI,AI Engineer
8.37,3,8,1,1,Cloud,Cloud Engineer
5.87,8,1,3,5,Cyber,Cyber Security
9.87,3,9,3,2,Web,Web Developer
6.88,3,7,10,5,Data Science,Data Scientist
7.54,6,9,0,1,Cyber,Cyber Security
9.43,7,10,0,2,Cyber,Cyber Security
8.96,3,5,9,1,Cloud,Cloud Engineer
7.78,1,10,5,1,AI,AI Engineer
6.69,4,2,7,5,Cloud,Cloud Engineer
9.84,2,9,2,0,Data Science,Data Scientist
7.71,6,7,3,4,Cyber,Cyber Security
8.63,1,5,6,0,Cloud,Cloud Engineer
9.79,2,1,3,0,Data Science,Data Scientist
9.8,10,9,10,5,Cloud,Cloud Engineer
7.84,5,8,8,3,Cyber,Cyber Security
5.88,4,7,10,2,Web,Web Developer
9.02,4,9,3,3,AI,AI Engineer
6.9,1,6,5,1,AI,AI Engineer
6.22,10,6,4,4,Cyber,Cyber Security
5.64,10,4,6,1,Data Science,Data Scientist
9.37,5,5,7,5,Data Science,Data Scientist
6.02,7,7,9,0,AI,AI Engineer
